"Plot Title: 10509631"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10509631, SEN S/N: 10509631)","RH, % (LGR S/N: 10509631, SEN S/N: 10509631)","DewPt, °C (LGR S/N: 10509631, SEN S/N: 10509631)","Max: Temperature, °C (LGR S/N: 10509631)","Min: Temperature, °C (LGR S/N: 10509631)","Avg: Temperature, °C (LGR S/N: 10509631)","Max: Relative Humidity, % (LGR S/N: 10509631)","Min: Relative Humidity, % (LGR S/N: 10509631)","Avg: Relative Humidity, % (LGR S/N: 10509631)","Coupler Detached (LGR S/N: 10509631)","Coupler Attached (LGR S/N: 10509631)","Host Connected (LGR S/N: 10509631)","Stopped (LGR S/N: 10509631)","End Of File (LGR S/N: 10509631)"
1,04/21/18 12:00:00 AM,,,,23.497,22.681,23.130,46.028,36.191,41.119,,,,,
2,04/21/18 12:00:00 PM,23.184,37.994,8.415,,,,,,,Logged,,,,
3,04/21/18 12:30:00 PM,23.304,39.123,8.959,,,,,,,,,,,
4,04/21/18 01:00:00 PM,23.328,37.911,8.511,,,,,,,,,,,
5,04/21/18 01:30:00 PM,23.328,36.691,8.024,,,,,,,,,,,
6,04/21/18 02:00:00 PM,23.280,36.191,7.777,,,,,,,,,,,
7,04/21/18 02:30:00 PM,23.328,36.559,7.970,,,,,,,,,,,
8,04/21/18 03:00:00 PM,23.352,36.958,8.153,,,,,,,,,,,
9,04/21/18 03:30:00 PM,23.400,37.688,8.487,,,,,,,,,,,
10,04/21/18 04:00:00 PM,23.497,39.733,9.361,,,,,,,,,,,
11,04/21/18 04:30:00 PM,23.472,39.075,9.091,,,,,,,,,,,
12,04/21/18 05:00:00 PM,23.304,40.039,9.304,,,,,,,,,,,
13,04/21/18 05:30:00 PM,22.920,41.172,9.375,,,,,,,,,,,
14,04/21/18 06:00:00 PM,22.848,41.619,9.472,,,,,,,,,,,
15,04/21/18 06:30:00 PM,22.729,40.369,8.910,,,,,,,,,,,
16,04/21/18 07:00:00 PM,22.681,42.152,9.510,,,,,,,,,,,
17,04/21/18 07:30:00 PM,22.800,43.428,10.062,,,,,,,,,,,
18,04/21/18 08:00:00 PM,22.944,44.025,10.397,,,,,,,,,,,
19,04/21/18 08:30:00 PM,23.040,44.520,10.651,,,,,,,,,,,
20,04/21/18 09:00:00 PM,23.088,44.784,10.782,,,,,,,,,,,
21,04/21/18 09:30:00 PM,23.088,44.751,10.772,,,,,,,,,,,
22,04/21/18 10:00:00 PM,23.088,45.009,10.857,,,,,,,,,,,
23,04/21/18 10:30:00 PM,23.064,45.360,10.952,,,,,,,,,,,
24,04/21/18 11:00:00 PM,23.040,45.678,11.034,,,,,,,,,,,
25,04/21/18 11:30:00 PM,23.016,46.028,11.127,,,,,,,,,,,
