"Plot Title: 10509628"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10509628, SEN S/N: 10509628)","RH, % (LGR S/N: 10509628, SEN S/N: 10509628)","DewPt, °C (LGR S/N: 10509628, SEN S/N: 10509628)","Max: Temperature, °C (LGR S/N: 10509628)","Min: Temperature, °C (LGR S/N: 10509628)","Avg: Temperature, °C (LGR S/N: 10509628)","Max: Relative Humidity, % (LGR S/N: 10509628)","Min: Relative Humidity, % (LGR S/N: 10509628)","Avg: Relative Humidity, % (LGR S/N: 10509628)","Coupler Detached (LGR S/N: 10509628)","Coupler Attached (LGR S/N: 10509628)","Host Connected (LGR S/N: 10509628)","Stopped (LGR S/N: 10509628)","End Of File (LGR S/N: 10509628)"
1,04/16/18 12:00:00 AM,,,,25.817,24.992,25.325,45.944,45.542,45.685,,,,,
2,04/16/18 12:00:00 PM,25.817,45.659,13.556,,,,,,,Logged,,,,
3,04/16/18 12:30:00 PM,25.501,45.944,13.363,,,,,,,,,,,
4,04/16/18 01:00:00 PM,25.453,45.874,13.295,,,,,,,,,,,
5,04/16/18 01:30:00 PM,25.428,45.935,13.294,,,,,,,,,,,
6,04/16/18 02:00:00 PM,25.428,45.839,13.262,,,,,,,,,,,
7,04/16/18 02:30:00 PM,25.428,45.839,13.262,,,,,,,,,,,
8,04/16/18 03:00:00 PM,25.453,45.841,13.285,,,,,,,,,,,
9,04/16/18 03:30:00 PM,25.453,45.809,13.274,,,,,,,,,,,
10,04/16/18 04:00:00 PM,25.453,45.777,13.263,,,,,,,,,,,
11,04/16/18 04:30:00 PM,25.453,45.712,13.242,,,,,,,,,,,
12,04/16/18 05:00:00 PM,25.428,45.645,13.197,,,,,,,,,,,
13,04/16/18 05:30:00 PM,25.404,45.577,13.152,,,,,,,,,,,
14,04/16/18 06:00:00 PM,25.380,45.542,13.119,,,,,,,,,,,
15,04/16/18 06:30:00 PM,25.331,45.568,13.083,,,,,,,,,,,
16,04/16/18 07:00:00 PM,25.307,45.565,13.060,,,,,,,,,,,
17,04/16/18 07:30:00 PM,25.258,45.592,13.025,,,,,,,,,,,
18,04/16/18 08:00:00 PM,25.234,45.589,13.002,,,,,,,,,,,
19,04/16/18 08:30:00 PM,25.186,45.551,12.945,,,,,,,,,,,
20,04/16/18 09:00:00 PM,25.162,45.580,12.933,,,,,,,,,,,
21,04/16/18 09:30:00 PM,25.113,45.574,12.887,,,,,,,,,,,
22,04/16/18 10:00:00 PM,25.089,45.571,12.864,,,,,,,,,,,
23,04/16/18 10:30:00 PM,25.040,45.598,12.829,,,,,,,,,,,
24,04/16/18 11:00:00 PM,25.016,45.627,12.816,,,,,,,,,,,
25,04/16/18 11:30:00 PM,24.992,45.624,12.793,,,,,,,,,,,
26,04/17/18 12:00:00 AM,24.944,45.586,12.737,26.280,22.920,24.283,66.128,45.528,52.467,,,,,
27,04/17/18 12:30:00 AM,24.919,45.583,12.714,,,,,,,,,,,
28,04/17/18 01:00:00 AM,24.871,45.545,12.657,,,,,,,,,,,
29,04/17/18 01:30:00 AM,24.823,45.539,12.611,,,,,,,,,,,
30,04/17/18 02:00:00 AM,24.774,45.534,12.565,,,,,,,,,,,
31,04/17/18 02:30:00 AM,24.726,45.528,12.519,,,,,,,,,,,
32,04/17/18 03:00:00 AM,24.702,45.589,12.517,,,,,,,,,,,
33,04/17/18 03:30:00 AM,24.677,45.586,12.495,,,,,,,,,,,
34,04/17/18 04:00:00 AM,24.653,45.584,12.472,,,,,,,,,,,
35,04/17/18 04:30:00 AM,24.629,45.581,12.449,,,,,,,,,,,
36,04/17/18 05:00:00 AM,24.581,45.607,12.413,,,,,,,,,,,
37,04/17/18 05:30:00 AM,24.581,45.639,12.424,,,,,,,,,,,
38,04/17/18 06:00:00 AM,24.532,45.601,12.368,,,,,,,,,,,
39,04/17/18 06:30:00 AM,24.532,45.633,12.378,,,,,,,,,,,
40,04/17/18 07:00:00 AM,24.532,45.698,12.400,,,,,,,,,,,
41,04/17/18 07:30:00 AM,24.532,45.762,12.421,,,,,,,,,,,
42,04/17/18 08:00:00 AM,24.557,45.894,12.486,,,,,,,,,,,
43,04/17/18 08:30:00 AM,24.557,45.894,12.486,,,,,,,,,,,
44,04/17/18 09:00:00 AM,24.581,45.929,12.520,,,,,,,,,,,
45,04/17/18 09:30:00 AM,24.605,46.158,12.617,,,,,,,,,,,
46,04/17/18 10:00:00 AM,24.677,46.360,12.749,,,,,,,,,,,
47,04/17/18 10:30:00 AM,24.774,46.500,12.883,,,,,,,,,,,
48,04/17/18 11:00:00 AM,24.895,46.580,13.020,,,,,,,,,,,
49,04/17/18 11:30:00 AM,25.016,46.530,13.114,,,,,,,,,,,
50,04/17/18 12:00:00 PM,25.089,46.410,13.141,,,,,,,,,,,
51,04/17/18 12:30:00 PM,25.162,47.481,13.554,,,,,,,,,,,
52,04/17/18 01:00:00 PM,26.280,51.177,15.727,,,,,,,,,,,
53,04/17/18 01:30:00 PM,25.550,50.569,14.871,,,,,,,,,,,
54,04/17/18 02:00:00 PM,23.713,57.657,15.155,,,,,,,,,,,
55,04/17/18 02:30:00 PM,23.761,60.192,15.849,,,,,,,,,,,
56,04/17/18 03:00:00 PM,23.954,60.284,16.054,,,,,,,,,,,
57,04/17/18 03:30:00 PM,24.050,60.115,16.102,,,,,,,,,,,
58,04/17/18 04:00:00 PM,24.050,60.053,16.087,,,,,,,,,,,
59,04/17/18 04:30:00 PM,24.002,60.476,16.147,,,,,,,,,,,
60,04/17/18 05:00:00 PM,23.881,59.596,15.813,,,,,,,,,,,
61,04/17/18 05:30:00 PM,23.713,58.646,15.411,,,,,,,,,,,
62,04/17/18 06:00:00 PM,23.569,58.377,15.207,,,,,,,,,,,
63,04/17/18 06:30:00 PM,23.569,59.116,15.396,,,,,,,,,,,
64,04/17/18 07:00:00 PM,23.545,59.574,15.490,,,,,,,,,,,
65,04/17/18 07:30:00 PM,23.497,59.536,15.435,,,,,,,,,,,
66,04/17/18 08:00:00 PM,23.424,60.108,15.511,,,,,,,,,,,
67,04/17/18 08:30:00 PM,23.232,59.802,15.253,,,,,,,,,,,
68,04/17/18 09:00:00 PM,23.160,60.648,15.396,,,,,,,,,,,
69,04/17/18 09:30:00 PM,23.280,65.432,16.650,,,,,,,,,,,
70,04/17/18 10:00:00 PM,23.304,66.128,16.832,,,,,,,,,,,
71,04/17/18 10:30:00 PM,23.184,65.777,16.637,,,,,,,,,,,
72,04/17/18 11:00:00 PM,23.040,65.932,16.535,,,,,,,,,,,
73,04/17/18 11:30:00 PM,22.920,65.911,16.416,,,,,,,,,,,
74,04/18/18 12:00:00 AM,22.776,66.036,16.308,24.726,21.509,23.130,67.822,57.002,63.490,,,,,
75,04/18/18 12:30:00 AM,22.657,65.746,16.127,,,,,,,,,,,
76,04/18/18 01:00:00 AM,22.513,65.390,15.910,,,,,,,,,,,
77,04/18/18 01:30:00 AM,22.369,65.126,15.712,,,,,,,,,,,
78,04/18/18 02:00:00 AM,22.274,65.019,15.597,,,,,,,,,,,
79,04/18/18 02:30:00 AM,22.154,64.938,15.464,,,,,,,,,,,
80,04/18/18 03:00:00 AM,22.034,64.678,15.291,,,,,,,,,,,
81,04/18/18 03:30:00 AM,21.939,64.631,15.189,,,,,,,,,,,
82,04/18/18 04:00:00 AM,21.819,64.310,15.002,,,,,,,,,,,
83,04/18/18 04:30:00 AM,21.724,64.264,14.900,,,,,,,,,,,
84,04/18/18 05:00:00 AM,21.652,64.582,14.905,,,,,,,,,,,
85,04/18/18 05:30:00 AM,21.557,61.851,14.174,,,,,,,,,,,
