"Plot Title: 10509627"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10509627, SEN S/N: 10509627)","RH, % (LGR S/N: 10509627, SEN S/N: 10509627)","DewPt, °C (LGR S/N: 10509627, SEN S/N: 10509627)","Max: Temperature, °C (LGR S/N: 10509627)","Min: Temperature, °C (LGR S/N: 10509627)","Avg: Temperature, °C (LGR S/N: 10509627)","Max: Relative Humidity, % (LGR S/N: 10509627)","Min: Relative Humidity, % (LGR S/N: 10509627)","Avg: Relative Humidity, % (LGR S/N: 10509627)","Coupler Detached (LGR S/N: 10509627)","Coupler Attached (LGR S/N: 10509627)","Host Connected (LGR S/N: 10509627)","Stopped (LGR S/N: 10509627)","End Of File (LGR S/N: 10509627)"
1,04/21/18 12:00:00 AM,,,,26.744,13.449,19.999,64.693,27.428,48.286,,,,,
2,04/21/18 12:00:00 PM,26.426,30.689,8.055,,,,,,,Logged,,,,
3,04/21/18 12:30:00 PM,26.671,30.811,8.327,,,,,,,,,,,
4,04/21/18 01:00:00 PM,26.744,33.517,9.669,,,,,,,,,,,
5,04/21/18 01:30:00 PM,26.207,31.617,8.315,,,,,,,,,,,
6,04/21/18 02:00:00 PM,25.939,27.796,6.143,,,,,,,,,,,
7,04/21/18 02:30:00 PM,26.158,29.446,7.199,,,,,,,,,,,
8,04/21/18 03:00:00 PM,26.475,27.428,6.400,,,,,,,,,,,
9,04/21/18 03:30:00 PM,25.525,36.444,9.867,,,,,,,,,,,
10,04/21/18 04:00:00 PM,23.881,37.736,8.934,,,,,,,,,,,
11,04/21/18 04:30:00 PM,22.345,40.555,8.635,,,,,,,,,,,
12,04/21/18 05:00:00 PM,19.199,54.021,9.973,,,,,,,,,,,
13,04/21/18 05:30:00 PM,17.891,56.866,9.494,,,,,,,,,,,
14,04/21/18 06:00:00 PM,17.510,55.833,8.874,,,,,,,,,,,
15,04/21/18 06:30:00 PM,17.320,55.438,8.594,,,,,,,,,,,
16,04/21/18 07:00:00 PM,16.749,64.693,10.262,,,,,,,,,,,
17,04/21/18 07:30:00 PM,16.344,61.597,9.180,,,,,,,,,,,
18,04/21/18 08:00:00 PM,15.986,62.550,9.059,,,,,,,,,,,
19,04/21/18 08:30:00 PM,15.796,60.373,8.377,,,,,,,,,,,
20,04/21/18 09:00:00 PM,15.843,59.721,8.268,,,,,,,,,,,
21,04/21/18 09:30:00 PM,15.055,59.745,7.531,,,,,,,,,,,
22,04/21/18 10:00:00 PM,13.954,64.444,7.546,,,,,,,,,,,
23,04/21/18 10:30:00 PM,13.858,59.851,6.425,,,,,,,,,,,
24,04/21/18 11:00:00 PM,14.649,55.558,6.127,,,,,,,,,,,
25,04/21/18 11:30:00 PM,13.449,62.124,6.557,,,,,,,,,,,
26,04/22/18 12:00:00 AM,12.389,72.212,7.614,22.321,10.443,17.023,79.859,47.277,66.105,,,,,
27,04/22/18 12:30:00 AM,12.413,69.460,7.106,,,,,,,,,,,
28,04/22/18 01:00:00 AM,12.025,69.786,6.797,,,,,,,,,,,
29,04/22/18 01:30:00 AM,11.419,72.698,6.767,,,,,,,,,,,
30,04/22/18 02:00:00 AM,11.492,73.218,6.935,,,,,,,,,,,
31,04/22/18 02:30:00 AM,11.516,72.041,6.739,,,,,,,,,,,
32,04/22/18 03:00:00 AM,10.736,77.562,6.976,,,,,,,,,,,
33,04/22/18 03:30:00 AM,10.687,76.035,6.663,,,,,,,,,,,
34,04/22/18 04:00:00 AM,10.443,78.896,6.918,,,,,,,,,,,
35,04/22/18 04:30:00 AM,10.736,79.859,7.366,,,,,,,,,,,
36,04/22/18 05:00:00 AM,12.219,75.965,8.140,,,,,,,,,,,
37,04/22/18 05:30:00 AM,13.714,75.210,9.455,,,,,,,,,,,
38,04/22/18 06:00:00 AM,14.553,66.739,8.606,,,,,,,,,,,
39,04/22/18 06:30:00 AM,15.629,64.411,9.134,,,,,,,,,,,
40,04/22/18 07:00:00 AM,15.963,63.524,9.255,,,,,,,,,,,
41,04/22/18 07:30:00 AM,16.892,60.490,9.440,,,,,,,,,,,
42,04/22/18 08:00:00 AM,17.439,59.766,9.784,,,,,,,,,,,
43,04/22/18 08:30:00 AM,17.082,68.013,11.294,,,,,,,,,,,
44,04/22/18 09:00:00 AM,18.414,61.578,11.135,,,,,,,,,,,
45,04/22/18 09:30:00 AM,19.365,57.151,10.948,,,,,,,,,,,
46,04/22/18 10:00:00 AM,19.484,47.277,8.294,,,,,,,,,,,
47,04/22/18 10:30:00 AM,20.436,52.583,10.728,,,,,,,,,,,
48,04/22/18 11:00:00 AM,20.793,55.273,11.795,,,,,,,,,,,
49,04/22/18 11:30:00 AM,21.509,52.639,11.739,,,,,,,,,,,
50,04/22/18 12:00:00 PM,21.987,48.768,11.046,,,,,,,,,,,
51,04/22/18 12:30:00 PM,21.700,58.826,13.566,,,,,,,,,,,
52,04/22/18 01:00:00 PM,21.509,59.408,13.532,,,,,,,,,,,
53,04/22/18 01:30:00 PM,22.321,52.345,12.409,,,,,,,,,,,
54,04/22/18 02:00:00 PM,21.963,59.235,13.916,,,,,,,,,,,
55,04/22/18 02:30:00 PM,21.891,58.825,13.745,,,,,,,,,,,
56,04/22/18 03:00:00 PM,20.817,63.299,13.815,,,,,,,,,,,
57,04/22/18 03:30:00 PM,20.865,64.748,14.194,,,,,,,,,,,
58,04/22/18 04:00:00 PM,20.555,63.225,13.549,,,,,,,,,,,
59,04/22/18 04:30:00 PM,20.507,62.284,13.284,,,,,,,,,,,
60,04/22/18 05:00:00 PM,19.413,65.392,12.956,,,,,,,,,,,
61,04/22/18 05:30:00 PM,18.866,68.014,13.003,,,,,,,,,,,
62,04/22/18 06:00:00 PM,18.485,71.532,13.365,,,,,,,,,,,
63,04/22/18 06:30:00 PM,18.343,73.983,13.711,,,,,,,,,,,
64,04/22/18 07:00:00 PM,18.033,72.485,13.119,,,,,,,,,,,
65,04/22/18 07:30:00 PM,17.701,71.642,12.631,,,,,,,,,,,
66,04/22/18 08:00:00 PM,17.225,71.349,12.113,,,,,,,,,,,
67,04/22/18 08:30:00 PM,17.082,69.992,11.702,,,,,,,,,,,
68,04/22/18 09:00:00 PM,17.082,69.120,11.524,,,,,,,,,,,
69,04/22/18 09:30:00 PM,16.939,68.570,11.273,,,,,,,,,,,
70,04/22/18 10:00:00 PM,16.844,68.931,11.256,,,,,,,,,,,
71,04/22/18 10:30:00 PM,16.749,69.262,11.233,,,,,,,,,,,
72,04/22/18 11:00:00 PM,16.558,69.720,11.144,,,,,,,,,,,
73,04/22/18 11:30:00 PM,16.320,69.704,10.911,,,,,,,,,,,
74,04/23/18 12:00:00 AM,16.249,69.546,10.811,21.366,13.690,17.532,93.628,63.150,77.103,,,,,
75,04/23/18 12:30:00 AM,16.129,71.427,11.073,,,,,,,,,,,
76,04/23/18 01:00:00 AM,15.652,74.190,11.145,,,,,,,,,,,
77,04/23/18 01:30:00 AM,15.247,75.578,11.011,,,,,,,,,,,
78,04/23/18 02:00:00 AM,14.649,76.691,10.633,,,,,,,,,,,
79,04/23/18 02:30:00 AM,13.954,78.993,10.363,,,,,,,,,,,
80,04/23/18 03:00:00 AM,13.954,79.601,10.469,,,,,,,,,,,
81,04/23/18 03:30:00 AM,13.690,78.881,10.086,,,,,,,,,,,
82,04/23/18 04:00:00 AM,13.810,79.900,10.379,,,,,,,,,,,
83,04/23/18 04:30:00 AM,14.361,80.461,11.015,,,,,,,,,,,
84,04/23/18 05:00:00 AM,14.936,78.760,11.281,,,,,,,,,,,
85,04/23/18 05:30:00 AM,16.296,74.262,11.783,,,,,,,,,,,
86,04/23/18 06:00:00 AM,16.606,76.562,12.513,,,,,,,,,,,
87,04/23/18 06:30:00 AM,16.939,74.789,12.506,,,,,,,,,,,
88,04/23/18 07:00:00 AM,17.391,75.505,13.080,,,,,,,,,,,
89,04/23/18 07:30:00 AM,18.129,73.596,13.429,,,,,,,,,,,
90,04/23/18 08:00:00 AM,18.033,77.591,14.092,,,,,,,,,,,
91,04/23/18 08:30:00 AM,17.748,79.919,14.233,,,,,,,,,,,
92,04/23/18 09:00:00 AM,18.343,75.926,14.082,,,,,,,,,,,
93,04/23/18 09:30:00 AM,18.699,79.955,15.169,,,,,,,,,,,
94,04/23/18 10:00:00 AM,18.699,75.028,14.258,,,,,,,,,,,
95,04/23/18 10:30:00 AM,18.985,74.225,14.380,,,,,,,,,,,
96,04/23/18 11:00:00 AM,20.388,72.651,15.426,,,,,,,,,,,
97,04/23/18 11:30:00 AM,20.722,68.439,14.873,,,,,,,,,,,
98,04/23/18 12:00:00 PM,20.412,72.162,15.351,,,,,,,,,,,
99,04/23/18 12:30:00 PM,20.365,66.509,14.111,,,,,,,,,,,
100,04/23/18 01:00:00 PM,20.984,64.858,14.332,,,,,,,,,,,
101,04/23/18 01:30:00 PM,21.366,63.150,14.301,,,,,,,,,,,
102,04/23/18 02:00:00 PM,21.318,64.765,14.629,,,,,,,,,,,
103,04/23/18 02:30:00 PM,20.960,67.772,14.957,,,,,,,,,,,
104,04/23/18 03:00:00 PM,21.079,66.576,14.809,,,,,,,,,,,
105,04/23/18 03:30:00 PM,21.056,66.810,14.838,,,,,,,,,,,
106,04/23/18 04:00:00 PM,20.865,67.548,14.817,,,,,,,,,,,
107,04/23/18 04:30:00 PM,19.865,72.985,14.987,,,,,,,,,,,
108,04/23/18 05:00:00 PM,18.913,78.989,15.205,,,,,,,,,,,
109,04/23/18 05:30:00 PM,18.414,82.569,15.348,,,,,,,,,,,
110,04/23/18 06:00:00 PM,18.390,82.841,15.372,,,,,,,,,,,
111,04/23/18 06:30:00 PM,18.271,82.593,15.212,,,,,,,,,,,
112,04/23/18 07:00:00 PM,18.057,84.063,15.252,,,,,,,,,,,
113,04/23/18 07:30:00 PM,17.368,82.779,14.357,,,,,,,,,,,
114,04/23/18 08:00:00 PM,16.892,84.784,14.224,,,,,,,,,,,
115,04/23/18 08:30:00 PM,16.511,85.567,13.977,,,,,,,,,,,
116,04/23/18 09:00:00 PM,16.320,86.200,13.891,,,,,,,,,,,
117,04/23/18 09:30:00 PM,15.748,88.031,13.616,,,,,,,,,,,
118,04/23/18 10:00:00 PM,15.223,89.636,13.343,,,,,,,,,,,
119,04/23/18 10:30:00 PM,14.840,91.285,13.211,,,,,,,,,,,
120,04/23/18 11:00:00 PM,14.505,92.354,13.035,,,,,,,,,,,
121,04/23/18 11:30:00 PM,14.194,93.628,12.908,,,,,,,,,,,
122,04/24/18 12:00:00 AM,14.768,91.057,13.106,24.847,12.171,18.671,95.484,40.740,76.328,,,,,
123,04/24/18 12:30:00 AM,14.050,91.350,12.435,,,,,,,,,,,
124,04/24/18 01:00:00 AM,13.546,94.623,12.402,,,,,,,,,,,
125,04/24/18 01:30:00 AM,13.305,95.484,12.282,,,,,,,,,,,
126,04/24/18 02:00:00 AM,12.799,94.145,11.590,,,,,,,,,,,
127,04/24/18 02:30:00 AM,12.727,94.588,11.580,,,,,,,,,,,
128,04/24/18 03:00:00 AM,13.714,85.510,11.210,,,,,,,,,,,
129,04/24/18 03:30:00 AM,13.810,85.398,11.287,,,,,,,,,,,
130,04/24/18 04:00:00 AM,12.485,89.701,10.637,,,,,,,,,,,
131,04/24/18 04:30:00 AM,12.171,92.642,10.752,,,,,,,,,,,
